baseline,gongliu,sj,mrc,cross,topic
0.16253761061946903,0.15231415929203543,0.15985398230088513,0.15087168141592924,0.16195353982300892,0.1576438053097345
0.16253761061946903,0.14649115044247793,0.16069690265486725,0.15064380530973442,0.1648517699115046,0.15798230088495563
0.16253761061946903,0.18158185840707972,0.16098008849557527,0.1655818584070798,0.1622787610619469,0.17048008849557536
0.16253761061946903,0.16157743362831864,0.16423893805309744,0.15128982300884955,0.16547345132743352,0.15971681415929212
0.16253761061946903,0.1783871681415928,0.16031637168141588,0.1620575221238937,0.16126991150442482,0.1611725663716814
