baseline,gongliu,sj,mrc,cross,topic
0.19594026548672552,0.1953495575221238,0.19494469026548672,0.17026769911504433,0.19762168141592923,0.20033407079646012
0.19594026548672552,0.19280530973451332,0.19641150442477878,0.17209070796460182,0.1974911504424779,0.1985353982300883
0.19594026548672552,0.20546460176991135,0.19698672566371686,0.18072123893805303,0.1968761061946903,0.2063982300884956
0.19594026548672552,0.2015553097345134,0.19932522123893806,0.15423008849557537,0.20003539823008848,0.19562610619469034
0.19594026548672552,0.18596238938053086,0.19722787610619483,0.1952610619469027,0.1981592920353982,0.19652212389380538
